Lieu;Département;Série;Unité;Année;Valeur
MIDI-PYRENEES;73;AI08Cadmium - Quantités annuelles émises;kg/an;2001;0.0
MIDI-PYRENEES;73;AI08Cadmium - Quantités annuelles émises;kg/an;2002;0.0
MIDI-PYRENEES;73;AI08Cadmium - Quantités annuelles émises;kg/an;2004;37.0
MIDI-PYRENEES;73;AI08Cadmium - Quantités annuelles émises;kg/an;2005;29.0
MIDI-PYRENEES;73;AI08Cadmium - Quantités annuelles émises;kg/an;2006;34.2
MIDI-PYRENEES;73;AI08Cadmium - Quantités annuelles émises;kg/an;2007;70.39
MIDI-PYRENEES;73;AI08Cadmium - Quantités annuelles émises;kg/an;2008;218.51
MIDI-PYRENEES;73;AI08Cadmium - Quantités annuelles émises;kg/an;2009;0.0
NORD-PAS-DE-CALAIS;31;AI08Cadmium - Quantités annuelles émises;kg/an;1999;955.52
NORD-PAS-DE-CALAIS;31;AI08Cadmium - Quantités annuelles émises;kg/an;2000;1530.0
NORD-PAS-DE-CALAIS;31;AI08Cadmium - Quantités annuelles émises;kg/an;2001;1297.0
NORD-PAS-DE-CALAIS;31;AI08Cadmium - Quantités annuelles émises;kg/an;2002;47.0
NORD-PAS-DE-CALAIS;31;AI08Cadmium - Quantités annuelles émises;kg/an;2004;552.13
NORD-PAS-DE-CALAIS;31;AI08Cadmium - Quantités annuelles émises;kg/an;2005;442.82
NORD-PAS-DE-CALAIS;31;AI08Cadmium - Quantités annuelles émises;kg/an;2006;343.5
NORD-PAS-DE-CALAIS;31;AI08Cadmium - Quantités annuelles émises;kg/an;2007;490.872
NORD-PAS-DE-CALAIS;31;AI08Cadmium - Quantités annuelles émises;kg/an;2008;335.679
NORD-PAS-DE-CALAIS;31;AI08Cadmium - Quantités annuelles émises;kg/an;2009;190.207
PAYS DE LA LOIRE;52;AI08Cadmium - Quantités annuelles émises;kg/an;1999;109.0
PAYS DE LA LOIRE;52;AI08Cadmium - Quantités annuelles émises;kg/an;2000;150.0
PAYS DE LA LOIRE;52;AI08Cadmium - Quantités annuelles émises;kg/an;2001;194.7
PAYS DE LA LOIRE;52;AI08Cadmium - Quantités annuelles émises;kg/an;2002;81.8
PAYS DE LA LOIRE;52;AI08Cadmium - Quantités annuelles émises;kg/an;2004;128.11
PAYS DE LA LOIRE;52;AI08Cadmium - Quantités annuelles émises;kg/an;2005;57.57
PAYS DE LA LOIRE;52;AI08Cadmium - Quantités annuelles émises;kg/an;2006;87.0
PAYS DE LA LOIRE;52;AI08Cadmium - Quantités annuelles émises;kg/an;2007;87.0
PAYS DE LA LOIRE;52;AI08Cadmium - Quantités annuelles émises;kg/an;2008;44.0
PAYS DE LA LOIRE;52;AI08Cadmium - Quantités annuelles émises;kg/an;2009;47.0
PICARDIE;22;AI08Cadmium - Quantités annuelles émises;kg/an;1999;0.0
PICARDIE;22;AI08Cadmium - Quantités annuelles émises;kg/an;2000;188.3
PICARDIE;22;AI08Cadmium - Quantités annuelles émises;kg/an;2001;122.0
PICARDIE;22;AI08Cadmium - Quantités annuelles émises;kg/an;2002;51.5
PICARDIE;22;AI08Cadmium - Quantités annuelles émises;kg/an;2004;73.534
PICARDIE;22;AI08Cadmium - Quantités annuelles émises;kg/an;2005;40.0
PICARDIE;22;AI08Cadmium - Quantités annuelles émises;kg/an;2006;55.175
